N_VICTIMAS,HH,COMUNA,EDAD,TIPO_DE_CALLE_AVENIDA,TIPO_DE_CALLE_CALLE,TIPO_DE_CALLE_GRAL PAZ,ACUSADO_AUTO,ACUSADO_BICICLETA,ACUSADO_CARGAS,ACUSADO_MOTO,ACUSADO_MULTIPLE,ACUSADO_OBJETO FIJO,ACUSADO_OTRO,ACUSADO_PASAJEROS,ACUSADO_TREN,SEXO_FEMENINO,SEXO_MASCULINO
1,7,14,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,9,9,73,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,23,3,58,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,6,2,27,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,7,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,22,9,26,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,7,35,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,15,9,17,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,5,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,7,1,45,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,18,3,22,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2,18,3,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,21,9,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,5,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,16,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,17,4,80,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,8,27,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,18,9,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,8,14,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,5,14,32,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,9,49,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,22,8,39,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10,8,35,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,5,8,55,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2,5,8,54,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,14,7,18,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,1,33,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,4,20,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,17,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,8,4,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,18,7,56,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,22,13,27,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,14,3,62,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,14,1,37,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,1,34,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,15,60,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,12,9,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,9,15,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,11,11,20,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,2,1,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12,9,42,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,10,8,48,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,8,9,30,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,14,3,80,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,22,8,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,13,12,51,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,16,10,72,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,8,33,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,9,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,19,9,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,21,4,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,9,27,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,9,12,29,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2,4,9,49,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2,4,9,39,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,4,15,37,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,1,29,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,8,2,70,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,14,7,60,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,21,7,56,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,14,1,80,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,15,7,70,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,20,1,29,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,9,10,79,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,6,7,28,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,8,1,78,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,17,5,75,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,13,12,32,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,5,10,22,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8,2,25,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4,7,32,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,8,15,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,19,9,71,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,10,43,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,5,14,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,19,5,35,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,22,8,42,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,14,1,34,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,7,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,7,14,59,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,3,8,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,7,39,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,17,11,69,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,6,11,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2,4,40,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,7,3,22,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,23,13,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,12,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,21,5,43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,7,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,9,34,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,7,1,32,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,13,5,27,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,7,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,11,2,37,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,9,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,10,8,27,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,16,7,25,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,19,1,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,11,11,83,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,14,1,75,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,22,6,34,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,23,3,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,14,13,42,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,7,28,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12,7,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,20,9,78,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,15,1,39,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,12,5,77,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,7,14,33,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,9,13,26,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,10,4,76,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,7,6,32,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,9,13,72,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,23,14,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,10,4,41,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,17,8,49,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,15,21,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,19,1,47,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,17,7,75,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,19,13,63,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,9,10,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,22,1,30,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,11,10,78,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,18,13,58,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,23,13,60,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,7,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,16,4,55,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,21,7,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15,10,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,17,8,53,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,5,4,43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12,14,25,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,11,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,6,10,22,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,15,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,9,13,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,23,4,31,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,18,4,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,3,14,28,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,8,4,72,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,5,5,57,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,18,13,76,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,16,15,67,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,7,8,47,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,8,9,73,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,11,7,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,22,10,20,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,14,15,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,21,12,41,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,20,4,27,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,15,4,92,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,18,9,67,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,20,15,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,4,37,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,11,11,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,14,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,19,1,73,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,8,9,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,14,15,61,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,17,12,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,4,25,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,14,9,18,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,11,24,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,4,10,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,11,10,82,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,10,15,87,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,20,7,36,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,6,3,44,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,21,1,82,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,6,3,25,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,8,23,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,52,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,7,2,49,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,14,5,48,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,11,5,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,21,3,66,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,12,15,58,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,14,1,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,13,1,68,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,23,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,14,13,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,21,5,80,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,17,3,74,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,16,2,87,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,6,9,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,18,4,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,7,9,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,14,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,8,8,76,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,10,15,91,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,14,9,80,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,15,6,40,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,8,9,29,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,23,15,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,13,32,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,5,7,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,18,14,72,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,4,8,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,4,14,46,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,4,14,64,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,19,9,44,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,7,34,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,17,8,53,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,17,1,64,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,6,43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,8,50,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,21,11,41,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,14,9,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,20,15,41,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,20,1,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,14,28,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,10,49,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,3,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,4,27,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,9,4,59,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,12,12,91,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,13,8,34,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,7,11,84,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,16,10,57,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,1,49,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,20,9,69,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,14,13,45,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,17,3,47,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,7,11,38,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2,7,11,21,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,16,12,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,4,10,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,22,4,51,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,20,2,71,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,1,25,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,15,2,81,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,23,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,3,42,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,8,56,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,21,7,39,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,14,1,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,10,78,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2,6,15,30,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,6,15,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,5,7,26,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,4,12,28,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,18,1,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10,9,47,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,7,7,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,9,5,61,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,21,9,73,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,21,14,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,10,15,84,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,23,4,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,5,6,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,8,12,28,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,2,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,10,41,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,15,28,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,15,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5,8,22,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,4,1,33,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,3,36,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,12,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,15,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,5,3,39,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,12,13,68,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,4,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,16,9,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,8,37,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,4,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,15,12,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,17,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,18,7,26,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,18,4,36,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,10,1,68,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,19,13,60,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,17,5,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,14,4,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,9,8,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,6,11,36,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,7,13,58,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,11,14,44,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,12,9,86,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,13,27,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,8,14,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,5,9,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,18,9,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,9,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,17,4,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,2,15,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,16,4,59,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,9,12,44,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,8,74,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,13,13,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,4,73,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,5,8,19,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,12,15,58,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,14,4,41,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,12,3,47,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,23,4,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,23,2,46,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,12,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,3,44,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,12,5,80,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,9,4,55,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,7,4,73,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4,7,31,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,20,9,37,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,8,6,63,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,20,11,59,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,9,1,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,6,11,39,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,17,14,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8,8,31,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,16,3,88,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,19,2,57,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,12,2,76,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,15,12,55,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,14,1,65,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,6,7,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,7,6,31,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6,6,22,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,16,1,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,13,4,26,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4,3,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,13,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,9,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,18,12,49,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,10,6,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,11,1,73,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,15,13,45,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,11,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,11,1,73,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,23,10,24,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,6,3,50,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,17,7,18,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,9,43,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,11,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,10,9,60,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,6,1,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1
